name,line
KISS," Hey, Santa, be careful! Oh, no! Hang on, Santa!"
Peter," Hey, I was watching that! Hey!"
Clerk, It'll be on next Christmas.
Peter, Who the hell knows when that's gonna be?
Brian, Ah! If I was an oven mitt...
Brian," Damn it, Peter!"
Santa," Ho, ho, ho. And what can I bring you this year?"
Stewie," Oh, a peace offering is it? Very well, what say you trim those gin-soaked whiskers and bring me some plutonium?"
Santa," Well, can you be a good boy?"
Stewie," Your inquiry intrigues me. Can any of us be a good boy? Are our primal urges innate, or the result of the choices we make?"
Santa," Okay. Wrap it up, kid."
Stewie," All right, Kringle! If the reward is plutonium, then your wager is accepted. I will be ""nice."""
Santa, Good boy! Now smile for the camera.
Stewie," Yes, yes. Smile, like a good boy."
Brian, Aaaaaah!
Peter," Aha, Meg's barrettes."
Old Woman," You mean, Julie's barrettes!"
Peter," You still want 'em, you bony old blue hair? Ow, ow! Tittie twister! Ow, hurts!"
Peter," Aha! All the clown fish and yellow tangs in the world can't help you now. That's it? Fish food? That's your ace in the hole? Hahaha! Oh, God! Ow, ow, ow!"
Brian, Turkey!
Brian, [Screaming]
Peter," Oh, Lois, it was horrible. The fish were jumping all over my eyes and in my nose. And on the way out, I think one of them muttered something anti-Semitic."
Lois," We're almost home, honey. Oh, look. There's the star on the town Christmas tree. We're following it home just like the Three Wise Men."
Lois," [Gasping] Oh, my God! Brian, are you okay?"
Chris, I told you we should've left cookies for Santa.
Peter, [Hollering] My couch! My TV! What the hell did you do?
Brian, Me? Who the hell buys a novelty fire extinguisher?
Peter, I'll tell you who. Someone who cares enough about physical comedy to put his whole family at serious risk.
Lois," Boys, please. It's Christmas Eve. This is a night for magic, and wonder, and joy. Okay, so a couple of things have gone wrong. But we can still have a great Christmas."
Peter," [Sighing] Aw jeez, kids. You know, I was this close to losing it. But your mom's right."
Lois," Well, sure I am. Meg, honey, get me some paper towels. Let's lose the bad tidings, clean up this mess, and find that holiday cheer."
All, [Muttering in agreement]
Meg, We're out of paper towels.
Lois, No paper towels? [Screaming]
Peter," Hey, I was gonna pick at that."
Lois," Shut your fat mouth! You all think Christmas just happens? You think all this goodwill just falls from the freakin' sky? Well, it doesn't! It falls out of my holly jolly butt! So, you can cook your own damn turkey and wrap your own damn presents! And while you're at it, you can all ride a one-horse open sleigh to hell! [Screaming] [Panting maniacally]"
Meg, Oh. Here's the paper towels.
George Bailey," I-I changed my mind! Clarence, I want to live again! [Screaming]"
Frosty the Snowman," Hey, I guess there's some magic in that old silk hat."
Lois, [snarling]
Frosty the Snowman, Merry Christmas!
Lois, You want some of this! [Mindless cackling]
Frosty the Snowman, Ah! What the hell is her problem?
Frosty the Snowman," Just a second, just a second. Hey, lady, you got something to say to me?"
Lois, Wish? It's easy to wish. But does anyone take responsibility and make it happen? No! You all expect someone else to do it for you like Santy Claus or Mommy!
Frosty the Snowman, [Screaming] What the.... Ah! Take it off! Take it off!
Lois, Must kill star.
Chris," Dad, what happened to Mom? What if she never comes back?"
Peter, I think the bigger question is if this is the way she's gonna act at Christmas do we even want her back?
Stewie, Which is better? Around the waist or off the shoulder? Waist? Shoulder? Waist? Shoulder?
Meg," Stewie, I thought you didn't want to be in the pageant."
Stewie," Oh, Megan, Santa would think it terribly naughty of me not to fulfill my obligation to Mother. You know how much the pageant means to her."
Chris, Where do you think she is?
Peter," Well, thank God years ago I planted a homing device in your mother's skull for just such an occasion."
Peter, I forgot. I also put 'em in a bunch of squirrels. This isn't goint to do us any good. May as well see if she's at the pageant.
Lois, You lied to me.
Meg," Oh, my God! There's Mom!"
Peter," Hi, Lois! Hey, do we look like ants down here?"
Lois, Bite me!
Joe," Peter, great time last night. Don't worry. We'll get Lois down."
Sniper," Locked and loaded, sir."
Meg, Wait. You can't shoot my mom!
Joe," Don't worry, kid. It's just a mild sedative. Go!"
Peter," All right, hang on. Look, Lois is only up there because we sucked the Christmas spirit right out of her. Maybe if she sees the pageant it'll bring her around. Give her a chance, eh?"
Brian," Trust him, Joe. This man has seen every Christmas special ever made."
Joe, Are you wearing a girl's sweater?
Brian, Does that really matter right now?
Joe, You got 10 minutes.
Peter," Lights, please."
Peter," As we all know, Christmas is that mystical time of year when the ghost of Jesus rises from the grave to feed on the flesh of the living. So we all sing Christmas carols to lull him back to sleep."
Bob, Outrageous! How dare he say such blasphemy! I've gotta do something!
Man," Bob, there's nothing you can do."
Bob," [Sighing] Well, I guess I'll just have to develop a sense of humor."
Bonnie," I am the Virgin Mary. That's my story and I'm sticking to it. Oh, Our Savior has arrived."
Stewie," Good evening. I am playing the role of Jesus. A man once portrayed on the big screen by Jeffrey Hunter. You may remember him as the actor who was replaced by William Shatner on Star Trek. Apparently Mr. Hunter was good enough to die for our sins but not quite up to the task of seducing green women. Anyhoo, the perennial dictum is to spread goodwill towards all men. The irony of course is that this is contrary to our nature. So why do we do it? Because we are being watched! And so we unselfishly think of others, assured that our good behavior will be rewarded with love and plutonium."
Peter," She's not getting it. Okay, boys, take her down."
Peter," Merry Christmas, buddy."
Brian, Wonder what this could be...oh.
Chris, This Christmas rocks!
Meg," Mom, Stewie's opening his gifts. Mom?"
Peter," It's okay, Meg. Your mom's just full of Christmas cheer and enough tranquilizer to bring down a bull elephant. Uh, honey, you got a little something...you got a little...I'll get it."
Stewie," Hungry Hungry Hippos? Claus, you porcine double-crosser! And to think I was nice."
Brian," You got another one, dude."
Stewie," [gasping] Plutonium! He is real! He's really, really real!"
Brian," So, Peter, did you get everything you wanted for Christmas?"
Peter," You bet. A week's vacation, a new VCR. And best of all, my own copy of KISS Saves Santa."
Ace Frehley," You just practice that guitar, Santa. Next time we'll let you do a solo."
 Claus, Don't encourage him!
Brian, From all of us at Family Guy...
Meg, ...we wish you Christmas joy.
Chris, May all your wishes now come true...
Stewie, ...for every girl and boy.
Peter, We hope your freakin' holidays are filled with fun and cheer. So have a Merry Christmas and...
Lois, [Incomprehensible mumbling]
 Stewie," I say! It's 4:00. Away with you! Meg: Stewie! Chris: Change it back! Brian: Forget it. Jolly Farm Revue is on. It's the latest indoctrinating pablum for children with not enough to do. Stewie: Hey! Shut up! Mother Maggie: Wakey-wakey, children. Children & Stewie: Good morning, Mother Maggie. Mother Maggie: The sun has risen on another day in Jolly Farm. Let's see what life's rich pageant has in store for us. Stewie: Oh, she has the voice of an angel! Not to mention a balcony you could do Shakespeare from. Mother Maggie: Play your song, Melody Sheep, to aid the little ones' nourishment. But play softly, for Pengrove Pig wishes to read aloud from his magic tome that holds every book ever written. Pengrove Pig: ""These were difficult times for the children of Ipswich, when the lollipop famine cursed their pleasant village. "" Brian: How can you stand watching this? It's dreck and you know it. Oh, don't have the guts to respond, huh? No intelligent defense of this unmitigated crap? Peter: Commercial! <punches Brian> I'm gonna get some graham crackers. Moderator: Welcome back to KISS Forum, Rhode Island Public Access' most popular show about KISS. Peter: Lois, hurry! It's back on! Lois: Calm down, Peter. You know I wouldn't miss a second of this. Moderator: Okay, let's take a call. You're on KISS Forum. Caller 1: KISS rules! Moderator: Okay, good call. Good call. All right. You're on KISS Forum. Caller 2: Yeah. KISS sucks! Moderator: Whoa! Peter: Trace the call! Trace the call! Caller 2: Yeah, they suck big time, man. They bite ass! Moderator: Wait a sec. I recognize that voice! Is this Dennis De Young, lead singer from Styx? Come clean, man. Caller 2: Yeah, yeah, it's me. It's Dennis. Moderator: Dennis, you jealous douche, how about I crank a little 'Detroit Rock City' and play 'Come Sail Away' and we can see how they stack up side by side? Huh? You want that, you high-voiced bastard? We'll be right back, after this. Paul Stanley: Hey! Didn't see you come in. We're getting into shape for our upcoming tour. Gene Simmons: We're playing five big shows in five days. So, if you... Ace Frehley: Rock and roll! Gene Simmons: Why, Why don't you just sit in the corner, huh? Go on. If you're a KISS fan, and you live in the Northeast come out for all five shows of what we're calling ""KISS-Stock."" Peter: Aw, Hell! The Northeast! It's times like this I curse the fact that we live in French Polynesia. Lois: No, Peter, we're in the Northeast. Peter: We are? And KISS is coming to the Northeast. That means...aw. Lois: That means- Peter: No, no, Lois! Don't help me! It means we can do something. Lois: Come on, Peter. You're almost there. <Peter is at the dentist> Peter: We can go to KISS-Stock! Dentist: Owww! Peter: Hey, yo, Lois! Lois: What? Peter: I'm packing for KISS-stock and I can't find my favorite underwear. Lois: You mean the pair with the rip in the right buttcheek from when you stepped on them pulling them up in that airplane bathroom from when you had the trots? Peter: No, the pair with the hole in the left buttcheek from when I held it in for two hours 'cause it was that extra long Palm Sunday church sermon and blowing gas would offend Jesus, so I let it go in the vestibule after Mass, and it sounded like Louis Armstrong? Lois: Oh, bottom drawer. Mother Maggie: Children, tell Mother Maggie what you want to be when you grow up. Child 1: A scientist. Child 2: A novelist. Child 3: A Cambridge don. Stewie: What's my future coming from these squalid surroundings? Getting into a fight at the Laundromat with some dude who hit on my baby's mama? I should be there, not here! <dreamy music> London. Chris: Hey, Dad? Can me and Meg stay up late every night when you're at KISS-Stock? Peter: You can do whatever you want, son. Just don't eat from the candy tree. Candy Tree: He's right to caution you. I feed on children. Brian: You don't mind watching Stewie for a few days, do you, Brian? Brian: Nah. Ever since Jolly Farm Revue came on, he's been pretty distracted. It'll be a breeze. Lois: Well, 'Bye, everyone. Meg: I can't believe my stupid parents are gonna spend five days following stupid old KISS around. It's painful. Peter: Not half as painful as a tire iron upside your head. Meg: What? Peter: I'll miss you. Brian: Hey, Stewie, what do you want for lunch? <finds note from Stewie> Stewie: <voiceover> Dear stupid dog, I've gone to live with the children on Jolly Farm. Good-bye forever, Stewie. P.S. I never got a chance to return that sweater Lois gave me for Christmas. Um, I left the receipt on top of my bureau. I'm probably over the 30-day return limit but I'm sure if you make a fuss they'll at least give you a store credit or something. It's actually not a horrible sweater. It's just, I can't imagine when I would ever wear it , you know? I also left a button on the bureau. I'm not sure what it goes to but I can never bring myself to throw a button away. I know as soon as I do I'll find the garment it goes to, and then it'll.... Wait a minute. Actually, could it have been from the sweater? Did that sweater have buttons? Well, I should wrap this up before I start to ramble. Again, good-bye forever. P.P.S. You know, it might be a little chilly in London. I'm actually going to take the sweater. Brian: Oh, my God! <Quahog Airport> Stewie: One of these planes must be going to London. British mother: Queue up, children. Spit spot. Here are the tickets, miss. These are all ours. Thank you. Stewie: Spit spot, Albert Hall, meat and two veg, Big Ben, Dave Clark Five, Spam and eggs, a baby's arm holding an apple, pip pip, cheerio. [Dramatic instrumental music] <Stewie boards plane, throwing a Nixon victory wave on the way on. Brian rushes through the airport, sneaking aboard the plane through the cargo hold> Flight Attendant: Hot towel? Stewie: Yes, thank you. <drops drawers> Well, come on! <Brian grabs Stewie> Stewie: What the hell are you doing here? Brian: I'm taking you off this plane. Stewie: Think again, Rover. "
